RadViz_X,RadViz_Y,Bulk silicon thickness,Bump solder height,Substrate core thickness,"Substrate core (E, CTE)","UF (E, CTE)",Lid foot width,Lid thickness,Cu-pillar bump solder material,BGA solder material,Obj_ELK stress,Obj_Warpage Post UF cure,Obj_Warpage post lid attach,Obj_DeltaW_BGA,Obj_DeltaW_bump
-0.13634650880615184,-0.09763825850618779,0.25,0.06,0.8,9e-06,3e-05,3.0,1.0,SAC305,SAC305,7.64118289234981,-0.04607814520725199,0.02357687248976953,0.009591091060906009,0.3092413622059663
-0.05447075573767217,-0.19656482462266156,0.25,0.04,1.2,6e-06,2e-05,9.0,2.0,SAC105,SAC105,6.199652781735583,-0.02709185424941038,0.027955476587307907,0.04397376908598882,0.12527980491728635
-0.20840179541721993,-0.11260168361243768,0.75,0.06,1.2,9e-06,2.5e-05,9.0,2.0,SAC405,SAC405,8.736171797368941,-0.033830484835847746,0.0009047780122977828,0.026645458323267413,0.2918256227458749
-0.002857312625682841,-0.0509248698365192,0.25,0.06,0.4,3e-06,2e-05,3.0,1.0,SAC305,SAC105,6.357274005604246,-0.06611475809704623,0.03227401236961561,0.046113872419707116,0.12132007356877589
-0.1046247933279286,-0.20691624618326973,0.25,0.06,0.8,6e-06,2e-05,3.0,1.0,SAC305,SAC405,7.73041008370577,-0.039921810258896545,0.045296050531717265,0.00018517300613439883,0.0954653947000017
0.017703939768364974,-0.14966447056289378,0.25,0.04,0.8,3e-06,2e-05,3.0,1.0,SAC105,SAC105,6.465329874550362,-0.030180054483461248,0.029230471989940377,0.10495097213354347,0.11531783322090544
-0.09345442688560839,0.07288645796283771,0.25,0.02,0.4,9e-06,3e-05,6.0,1.5,SAC205,SAC105,7.602670374263823,-0.07823414910926121,0.05711153778591676,0.0,0.681598897397425
-0.18950884851590413,0.02497668639801385,0.75,0.02,0.4,9e-06,2.5e-05,6.0,2.0,SAC105,SAC405,7.787742922576273,-0.051266352459225666,0.024320280568073584,0.006129208741813538,0.7054058496489716
-0.08647362083934401,0.027197869781436453,0.25,0.06,0.4,9e-06,3e-05,3.0,2.0,SAC405,SAC105,7.909684350526425,-0.08121092154453302,0.03204777040315105,0.009943202159999498,0.35416256362662724
-0.3176724315798353,-0.011520264982197199,0.75,0.02,0.4,9e-06,2e-05,3.0,1.5,SAC305,SAC105,12.272419766314208,-0.06170732927937928,0.01865487723980893,0.0,0.43820200717515656
